km,dikeraising_evr_smooth,dikeraising_lrg_smooth,groynelowering_evr_smooth,groynelowering_lrg_smooth,lowering_evr_natural,lowering_evr_smooth,lowering_lrg_natural,lowering_lrg_smooth,minemblowering_evr_smooth,minemblowering_lrg_smooth,reference_FM_dQdh,sidechannel_evr_natural,sidechannel_evr_smooth,sidechannel_lrg_natural,sidechannel_lrg_smooth,smoothing_evr_natural,smoothing_evr_smooth,smoothing_lrg_natural,smoothing_lrg_smooth
946.0,0.0,0.0,-0.014084876695,-0.0132312662426,-0.318001366935,-0.342074326373,-0.156476387454,-0.17123296618,-0.0118746270894,-0.00693634990747,0.0,-0.000380630302359,0.00212512592585,0.00157128147292,-0.00120533049121,-0.100911027239,-0.135617714264,-0.0693906586117,-0.0994572608258
947.0,0.0,0.0,-0.0132865440371,-0.0123767346782,-0.318820486811,-0.34269775598,-0.162190084433,-0.176304799092,-0.0113790284504,-0.00735972467827,0.0,-0.00788146804224,-0.0155492019288,-0.00179163198006,-0.000932493946451,-0.112461074839,-0.146789324061,-0.0784495343274,-0.10685405032
948.0,0.0,0.0,-0.0146588876228,-0.0136761152308,-0.317762605149,-0.33863736722,-0.158926575064,-0.171116784711,-0.0122729437914,-0.00799220825586,0.0,-0.0127723197179,-0.0213721246598,-0.00185730515031,-0.00308641217597,-0.102044970533,-0.130984933727,-0.0680013564682,-0.0910547711572
949.0,0.0,0.0,-0.0161973203284,-0.0151229983592,-0.292954590905,-0.312603682395,-0.127325577683,-0.137271075218,-0.0143330372164,-0.00872439940484,0.0,-0.0141674205141,-0.0236179627622,-0.00248081071833,-0.00384076206315,-0.0740694993995,-0.0961051055955,-0.0365243518157,-0.0520476940028
950.0,0.0,0.0,-0.0169178290516,-0.015781064988,-0.265759222802,-0.284021987612,-0.124960244044,-0.134220391336,-0.0136226574874,-0.00891604511144,0.0,-0.0150833274827,-0.0251103267768,-0.00184468495665,-0.00332260750182,-0.0690473313159,-0.088436689005,-0.0306052441585,-0.0434400667266
951.0,0.0,0.0,-0.0176594686565,-0.0164586073212,-0.244571885938,-0.262871791571,-0.0882187979049,-0.0967290938162,-0.00969645592415,-0.00469709341872,0.0,-0.0162075831131,-0.0267915657542,-0.00220854052489,-0.00361452705173,-0.0643917531688,-0.0831642699023,-0.0239112947104,-0.0357827558744
952.0,0.0,0.0,-0.019102479617,-0.017809782954,-0.228454826028,-0.244871079426,-0.0676618452468,-0.0743542142647,-0.0110687084012,-0.0059829004377,0.0,-0.0176176899897,-0.0289938641267,-0.00242852458222,-0.00396526368235,-0.0661694271882,-0.0831079350405,-0.0232158324355,-0.032919462424
953.0,0.0,0.0,-0.0192017928547,-0.0177293664146,-0.227205427139,-0.242188974936,-0.0662466528561,-0.0717228280817,-0.0129258500242,-0.0073282979214,0.0,-0.0197050636027,-0.0323514126259,-0.00278138756545,-0.00446955328741,-0.0744682947769,-0.0894893170269,-0.0286265805724,-0.0371155952375
954.0,0.0,0.0,-0.0198738091123,-0.0190719695105,-0.198002609873,-0.209540391183,-0.0465585945164,-0.0487432605645,-0.0129638211636,-0.00794234566604,0.0,-0.0212458457276,-0.0346967154976,-0.00298512926111,-0.00482827957231,-0.0653854487945,-0.0779156471767,-0.0230639591745,-0.029146739735
955.0,0.0,0.0,-0.018871224785,-0.0186505275469,-0.131851361281,-0.139676866157,-0.0603878637503,-0.0642092048659,-0.0117548096353,-0.00841774055902,0.0,-0.0208930443072,-0.0337841811454,-0.00321833508077,-0.00419742160495,-0.0453441342451,-0.0541855674945,-0.0241464506348,-0.0321266635595
956.0,0.0,0.0,-0.0208544231297,-0.0199075672155,-0.0557235054936,-0.0605520596658,-0.0566242493472,-0.0612303534092,-0.00875020500195,-0.00918273931101,0.0,0.0187863481886,0.018312281519,0.00560410131175,0.00519581526432,-0.0176939115691,-0.0260805564883,-0.0242495276251,-0.0326768984642
957.0,0.0,0.0,-0.0186868231979,-0.018548587976,-0.0674349452346,-0.072345378538,-0.0469158770986,-0.0511522783607,0.00180527103734,0.00165121672145,0.0,0.0038146732776,0.0115546558492,0.000557924447532,0.00117627817538,-0.0190563441032,-0.0261228148654,-0.0141960693906,-0.0203385025723
958.0,0.0,0.0,-0.018516438097,-0.0185612459617,-0.0429445996046,-0.0469690754089,-0.0233353776666,-0.0260690288366,-0.000936722628889,-0.000952940564344,0.0,0.00109825652622,0.00135545172489,0.000386470888696,0.000486579795685,-0.00676600225333,-0.0113313169632,-0.00232299064594,-0.00611195675693
959.0,0.0,0.0,-0.0127954783073,-0.0128264959413,-0.00820416013059,-0.0106752067572,-0.020050211333,-0.0224874676385,-0.000801323629378,-0.00113098087182,0.0,0.000740110636177,0.000825626545713,0.000250065150501,0.000269516128188,0.00826101921781,0.00547875541988,0.00619143922877,0.0037368684578
960.0,0.0,0.0,-0.00770001127441,-0.00771018009063,0.00279656530439,0.00154247493313,-0.00650753497625,-0.00743826030681,8.51596520368e-05,1.25919051435e-05,0.0,0.000359790430067,0.000420880966218,0.00012416260409,0.0001296713377,0.00379659209249,0.00261878826,0.00405850479403,0.00325889004163
961.0,0.0,0.0,-0.000718027920653,-0.000715466936168,9.91602442904e-05,-1.41483626122e-05,-0.000419040418814,-0.0005096874436,0.000112088958232,6.72724576418e-05,0.0,2.16559094737e-05,2.54888880158e-05,9.4564866373e-06,1.06968718487e-05,-0.00042031638485,-0.000879917743868,-0.000180411719095,-0.00022270813948
